Lunar Oxygen Production from Ilmenite,Michael Gibson,,Phase I,Carbotek Development Lab,50000,,JSC
In-Flight Acquisition of Engineering Data for Plant Growth Systems Design,H. W. Scheld,,Phase I,Phyto Resource Research Inc,50000,,JSC
High Energy Tribo-Elements, ,,Phase I,RAI Assoc,41532,,GRC
Low-Power Digital Controller for Laser Communications,Richard Brown,,Phase I,The Navtrol Co Inc,50000,,GSFC
Water Quality Monitoring (Organic Content) Application and Sensors, ,,Phase I,Astro International Corp,50000,,JSC
Enhancement of Simulation and Animation Graphics Systems,J. Mark Voss,,Phase I,Lincom Corp,50000,,JSC
Tissue Fixation Apparatus for Flight Experimentation,H. W. Scheld,,Phase I,Phyto Resource Research Inc,50000,,JSC
Floating-Point Computer Module for Array Processing on a Flex/32 Multicomputer,Nicholas Matelan,,Phase I,Flexible Computer Corp,50000,,LaRC
Aspen Simulations--Lunar Production Facility,Michael Gibson,,Phase I,Carbotek Development Lab,50000,,JSC
New Perfluoroether Fluids with Excellent Oxidative and Thermal Stabilities,Richard Lagow,,Phase I,Exfluor Research Corp,50000,,GRC
Reagentless Water Quality Monitor (Organic Content), ,,Phase II,Astro International Corp,274000,,JSC
Lunar Oxygen Production from Ileminite,Michael Gibson,,Phase II,Carbotek Development Lab,592500,,JSC
Low-Power Digital Controller for Laser Communications,Richard Brown,,Phase II,The Navtrol Co Inc,500000,,GSFC
New Perfluoroether Fluids with Excellent Oxidative and Thermal Stabilities,Richard Lagow,,Phase II,Exfluor Research Corp,449000,,GRC
In-Flight Acquisition of Engineering Data for Plant Growth,H. W. Scheld,,Phase II,Phyto Resource Research Inc,482000,,JSC
Advanced Simulation Graphics System,J. Mark Voss,,Phase II,Lincom Corp,500000,,JSC
Floating-Point Computer Module for Array Processing on a Flex/32 Multicomputer,Nicholas Matelan,,Phase II,Flexible Computer Corp,500000,,LaRC
Tissue Fixation Apparatus for Flight Experimentation,H. W. Scheld,,Phase II,Phyto Resource Research Inc,484000,,JSC
