HIGH FLUX ATOMIC OXYGEN SOURCE ALLOWING RAPID OXIDE THIN FILM GROWTH IN LOW EARTH ORBIT,J. ALBERT SCHULTZ,,Phase I,Ionwerks,68011,,HQ
MINIATURIZED FIBER OPTIC DISTRIBUTED TEMPERATURE SENSOR,CLAYTON A.T. NYBERG,,Phase I,Systems & Processes Engineering Corporation,70000,,LaRC
AN OBJECT-ORIENTED METHODOLOGY FOR AUTHORING ADAPTIVE COMPUTER-BASED LESSONS,STEVEN HARRINGTON,,Phase I,Adaptive Technology Solutions,58320,,JSC
AN INTELLIGENT SOFTWARE ARCHITECTURE FOR SEMI-AUTONOMOUS ROBOT CONTROL,NANCY DUNSON,,Phase I,Metrica Inc.,69996,,JSC
A NON-POLLUTING ELECTROCHEMICAL PAINT STRIPPING TECHNOLOGY,G. DUNCAN HITCHENS,,Phase I,Lynntech Inc.,70000,,KSC
A NEW PHOTOCATALYTIC REACTOR FOR TRACE CONTAMINANT CONTROL IN AIR,OLIVER MURPPHY,,Phase I,Lynntech Inc.,70000,,JSC
A NOVEL INTEGRATED ON-BOARD CLEANING SYSTEM,OLIVER MURPHY,,Phase I,Lynntech Inc.,70000,,JSC
ADVANCED MOLYBDATE CONVERSION COATINGS FOR ALUMINUM AND ITS ALLOYS,OLIVER MURPHY,,Phase I,Lynntech Inc.,70000,,KSC
NASA AEROSPACE CERAMICS AND BONE,NANCY FOX,,Phase I,Biomedical Enterprises Inc,69981,,HQ
HIGH-INERTIA ROTOR &amp; HIGH-SPEED HIGH-ATTITUDE LONG-RANGE CRUISE GYROPLANE,JAY CARTER,,Phase I,Cartercopters,70000,,ARC
REAL-TIME STEREO VISION FOR ESTIMATION OF SHAPE/SIZE/POSE OF FREE-FLOATING OBJECTS,NANCY DUNSON,,Phase I,Metrica Inc.,69789,,JSC
AUTOMATED MATERIALS HANDLING SYSTEM FOR CREW SUPERVISED PLANT GROWTH FACILITIES,NANCY DUNSON,,Phase I,Metrica Inc.,69937,,JSC
A SELF REGENERATING ELECTROCHEMICALLY-DRIVEN ION-EXCHANGE PROCESS,OLIVER MURPHY,,Phase I,Lynntech Inc.,70000,,JSC
HEAT TRANSFER ENHANCEMENT IN TURBINE BLADES WITH ASYMMETRIC RIBS,OLIVER MURPHY,,Phase I,Lynntech Inc.,66548,,GRC
RECOMBINANT HUMAN PROTEIN PRODUCTION USING A MICROGRAVITY BIOREACTOR,C.D. ANDERSON,,Phase I,Synthecon Inc,62121,,HQ
HIGH-INERTIA ROTOR &amp; HIGH-SPEED HIGH-ATTITUDE LONG-RANGE CRUISE GYROPLANE,JAY CARTER,,Phase II,Cartercopters,600000,,ARC
AUTOMATED MATERIALS HANDLING SYSTEM FOR CREW SUPERVISED PLANT GROWTH FACILITIES,NANCY DUNSON,,Phase II,Metrica Inc.,594449,,JSC
REAL-TIME STEREO VISION FOR ESTIMATION OF SHAPE/SIZE/POSE OF FREE-FLOATING OBJECTS,NANCY DUNSON,,Phase II,Metrica Inc.,596874,,JSC
A NEW PHOTOCATALYTIC REACTOR FOR TRACE CONTAMINANT CONTROL IN AIR,OLIVER MURPPHY,,Phase II,Lynntech Inc.,599028,,JSC
AN INTELLIGENT ASSISTANT FOR OPTIMIZATION,PERAKATH BENJAMIN,,Phase II,Knowledge Based Systems Inc.,275000,,KSC
AN INTELLIGENT SOFTWARE ARCHITECTURE FOR SEMI-AUTONOMOUS ROBOT CONTROL,NANCY DUNSON,,Phase II,Metrica Inc.,594581,,JSC
A SELF REGENERATING ELECTROCHEMICALLY-DRIVEN ION-EXCHANGE PROCESS,OLIVER MURPHY,,Phase II,Lynntech Inc.,593619,,JSC
ADVANCED MOLYBDATE CONVERSION COATINGS FOR ALUMINUM AND ITS ALLOYS,OLIVER MURPHY,,Phase II,Lynntech Inc.,599530,,KSC
INTELLIGENT COLLABORATIVE TEAM TRAINING,BOB CULPEPPER,,Phase II,Lincom Corp,599770,,JSC
A NOVEL INTEGRATED ON-BOARD CLEANING SYSTEM,OLIVER MURPHY,,Phase II,Lynntech Inc.,599275,,JSC
HIGH FLUX ATOMIC OXYGEN SOURCE ALLOWING RAPID OXIDE THIN FILM GROWTH IN LOW EARTH ORBIT,J. ALBERT SCHULTZ,,Phase II,Ionwerks,598675,,MSFC
MINIATURIZED FIBER OPTIC DISTRIBUTED TEMPERATURE SENSOR,CLAYTON A.T. NYBERG,,Phase II,Systems & Processes Engineering Corporation,595799,,LaRC
INTELLIGENT COLLABORATIVE TEAM TRAINING,BOB CULPEPPER,,Phase I,Lincom Corp,69885,,JSC
WIDE SPECTRUM HIGH PERFORMANCE SENSOR CALIBRATORS,LAWRENCE KING,,Phase I,SI Diamond Technology Inc,69412,,GSFC
AN INTELLIGENT ASSISTANT FOR OPTIMIZATION,PERAKATH BENJAMIN,,Phase I,Knowledge Based Systems Inc.,69623,,KSC
