Codeless Global-Position-System Attitude-Determination System,Larry Burdge,,Phase I,ITHACO Space Systems,50000,,GSFC
Superconducting Thermal Detectors for High-Resolution X-Ray Spectroscopy,Hollis Caswell,,Phase I,HYPRES Inc.,47030,,GSFC
Autostereoscopic Three-Dimensional Display with Increased Resolution,Arnold Lagergren,,Phase I,Dimension Technologies Inc.,49972,,ARC
Optical Edge Sensors for Large-Aperture Segmented Arrays,John Remo,,Phase I,Quantametrics Inc,50000,,MSFC
Novel Multi-Layer Optical Mass Storage,Sadeg Faris,,Phase I,Reveo Inc,42871,,LaRC
Variable-Torque Clutch and/or Brake for On-Orbit Robotic and Other Mechanisms,Christopher Chapman,,Phase I,Honeybee Robotics Ltd.,49947,,GSFC
High-Density Optical Data Storage in a Novel Flexible Medium with Built-In Focussing Microspheres,Terje Skotheim,,Phase I,Moltech Corp,49980,,JPL
Multiple Sensor Fusion for Object Detection and Position Finding,Ronald Gouse,,Phase I,Integrated Sensors Inc,49972,,MSFC
Smart-Skin Technology for Vortex Flow Detection,Joseph Gerardi,,Phase I,Innovative Dynamics Inc.,50000,,ARC
Methods for Optimizing Molecular Weight Control of a New Thermoplastic Polyimide,Stephen Terney,,Phase I,Imitec Inc.,50000,,LaRC
Codeless Global-Position-System Attitude-Determination System,Larry Burdge,,Phase II,ITHACO Space Systems,508583,,GSFC
Superconducting Thermal Detectors for High-Resolution X-Ray Spectroscopy,Hollis Caswell,,Phase II,HYPRES Inc.,499095,,GSFC
Relative Position and Attitude Estimation for the NASA-MSFC Video Guidance Sensor-an Application of Angles- Only Nonlune,Ronald Gouse,,Phase II,Integrated Sensors Inc,499999,,MSFC
Optical Edge Sensors for Large-Aperture Segmented Arrays,John Remo,,Phase II,Quantametrics Inc,499731,,MSFC
High-Power Single-Mode Laser Diodes Operating at 1.047-1.064 Microns,Steven Duckett,,Phase I,Northeast Semiconductor Inc,50000,,GSFC
Variable-Torque Clutch and/or Brake for On-Orbit Robotic and Other Mechanisms,Christopher Chapman,,Phase II,Honeybee Robotics Ltd.,472366,,GSFC
Processable LaRC-I-TPI and LaRC-IA with Controlled Molecular Weight,Stephen Terney,,Phase II,Imitec Inc.,500000,,LaRC
