COMPUTER-SUPPORTED PROCESS ANALYSIS AND IMPROVEMENT,JANE JORGENSEN,,Phase I,Prevision Inc,69446,,KSC
A LOW POWER DISPENSER CATHODE ASSEMBLY FOR SPACE COMMUNICATIONS,KAREN VANCIL,,Phase I,FDE Incorporated,70000,,GRC
LOW-COST MANUFACTURE OF TITANIUM ALUMINIDE COMPONENTS FOR AIRCRAFT ENGINES,XUAN NGUYEN-DINH,,Phase I,Castex,69992,,GRC
AQUEOUS PHASE AMMONIA REMOVAL SYSTEM (APARS),JOHN AKER,,Phase I,UMPQUA Research Company,70000,,ARC
MICROWAVE REGENERABLE AIR PURIFICATION DEVICE,JOHN AKER,,Phase II,UMPQUA Research Company,600000,,ARC
RECONFIGURABLE OPTICAL INTERCONNECTS,KELLY SMITH,,Phase II,Bend Research Inc,599896,,ARC
COMPUTER-SUPPORTED PROCESS ANALYSIS AND IMPROVEMENT,JANE JORGENSEN,,Phase II,Prevision Inc,588723,,KSC
SINGLE POINT 3-AXIS STRAIN AND TEMPERATURE FIBER OPTIC GRATING SENSOR,HOLLY UDD,,Phase II,Blue Road Research,573123,,LaRC
A LOW POWER DISPENSER CATHODE ASSEMBLY FOR SPACE COMMUNICATIONS,KAREN VANCIL,,Phase II,FDE Incorporated,599638,,GRC
MICROWAVE REGENERABLE AIR PURIFICATION DEVICE,JOHN AKER,,Phase I,UMPQUA Research Company,69739,,ARC
RECONFIGURABLE OPTICAL INTERCONNECTS,KELLY SMITH,,Phase I,Bend Research Inc,69984,,ARC
SINGLE POINT 3-AXIS STRAIN AND TEMPERATURE FIBER OPTIC GRATING SENSOR,HOLLY UDD,,Phase I,Blue Road Research,68331,,LaRC
