Training Hardware Management System,Eugene Fitzgerald,,Phase I,Aptek Inc,68741,,JSC
On-Line Sensing Of Aircraft Vibration,Robert Huffaker,,Phase I,Coherent Technologies Inc.,69988,,AFRC
Highly Efficient High Energy Laser For Space-Based Lidars,Robert Huffaker,,Phase I,Coherent Technologies Inc.,69926,,MSFC
Electrolytic In Situ Water Purification System For Spacecraft,Eileen Sammells,,Phase I,Eltron Research & Development Inc.,69592,,JSC
Gps-Enabled Spread Spectrum Altimeter,Peter Macdoran,,Phase I,International Series Research Inc,69157,,JPL
Automated Data Reduction For Broadband Ae Waveform Analysis,M.R. Gorman,,Phase I,Digital Wave Corp,69202,,LaRC
Nanofibers-Based Thermal Protection Materials For Space Vehicles,Angelo Yializis,,Phase I,Nanomaterials Research Corporation,70000,,ARC
Synthesis Of Nanoceramics In Microgravity,Angelo Yializis,,Phase I,Nanomaterials Research Corporation,70000,,MSFC
Miniature Oxygen Sensing Devices From Nanoceramics,Angelo Yializis,,Phase I,Nanomaterials Research Corporation,70000,,ARC
Parallel Fiber-Optic Sensors Based On Lase-Arraytm Transmitters For Flight Control Applications,Robert Bryan,,Phase I,Photonics Research Inc,69989,,AFRC
Near-Ir Spectrometer For Tissue Oxygenation Measurement,Robert Bryan,,Phase I,Photonics Research Inc,69949,,JSC
A Unique Sprayable Syntactic-Foam Insulation For Cryogenic Applications,Naseem Munshi,,Phase I,Composite Technology Development Inc.,69950,,SSC
High-Speed Liquid Crystal In Fiber Switch,Roylnn Serati,,Phase I,Boulder Nonlinear Systems Inc.,64974,,ARC
Versatile Space Welding System,Martha Aston,,Phase I,Electric Propulsion Laboratory Inc,68516,,MSFC
A Novel Ventilation Gas Conditioning System For An Emu,Michael Karpuk,,Phase I,TDA Research Inc.,68700,,JSC
A Novel Sorbent For Carbon-Dioxide Removal,Michael Karpuk,,Phase I,TDA Research Inc.,68700,,JSC
A Quantitative Nde Method For Ceramic Matrix Cracking Using Broadband Ae/Au Waveform Analysis,M.R. Gorman,,Phase I,Digital Wave Corp,68902,,GRC
Fault-Tolerant Solar Array Control Using Digital Signal Processing For Peak Power Tracking,Carl Griesbach,,Phase I,Analog Solutions,69905,,JPL
Four-Dimensional Geographical Information System For Earth Science Studies,Steve Roche,,Phase I,Vextra Corp,69983,,JPL
Fibrous Composites For Extreme Temperature Insulation Applications,Angelo Yializis,,Phase I,Nanomaterials Research Corporation,70000,,MSFC
Short-Wavelength Temperature-Insensitive Strained Indium-Aluminum-Gallium-Arsenic Laser Diode Arrays,Robert Bryan,,Phase I,Photonics Research Inc,69941,,JPL
Active Segmented Mirror,Regina A. G. Ames,,Phase I,Blue Line Engineering Co.,70000,,MSFC
Treatment Technology For Manufacture Of Oxidation-Resistant Catalyst Supports,Clifford Jolly,,Phase I,Environmental and Life Support Tech.,69981,,ARC
Passive Three-Dimensional Location And Tracking For Autonomous Rendezvous,Steven Roche,,Phase I,Vextra Corp,69940,,JSC
Wavefront Coding Digital Camera for Orthogonal Passive Ranging and Range-Invariant Imaging,Steven Roche,,Phase II,Vextra Corp,599993,,JSC
Training Hardware Management System,Thomas F.V. Meagher,,Phase II,Aptek Inc,662798,,JSC
Automated Data Reduction For Broadband AE Waveform Analysis,M.R. Gorman,,Phase II,Digital Wave Corp,599000,,LaRC
Miniature Oxygen Sensing Devices From Nanoceramics,Tapesh Yadav,,Phase II,Nanomaterials Research Corporation,597402,,ARC
Development of a Thin Plate Heat Switch; An Autonomous Thermal Control Device,Mark Bailey,,Phase II,SpaceDev Inc.,502150,,JPL
Highly Efficient High Energy Laser For Space-Based Lidars,Robert Huffaker,,Phase II,Coherent Technologies Inc.,599976,,MSFC
Synthesis Of Nanoceramics In Microgravity,T. Yadav,,Phase II,Nanomaterials Research Corporation,598938,,MSFC
Versatile Space Welding,Martha Aston,,Phase II,Electric Propulsion Laboratory Inc,594991,,MSFC
High-Speed Liquid Crystal in Fiber Switch,Roylnn Serati,,Phase II,Boulder Nonlinear Systems Inc.,584535,,ARC
A Quantitative NDE Method For Ceramic Matrix Cracking Using Broadband AE/AU Waveform Analysis,M.R. Gorman,,Phase II,Digital Wave Corp,591896,,GRC
On-Line Sensing of Aircraft Vibration,Robert Huffaker,,Phase II,Coherent Technologies Inc.,600000,,AFRC
Electrolytic In Situ Water Purification System For Spacecraft,Eileen Sammells,,Phase II,Eltron Research & Development Inc.,590000,,JSC
A Miniature Self-Regulating Heat Switch Based On Paraffin Technology,Scott Tibbitts,,Phase I,SpaceDev Inc.,69471,,JPL
Active Segmented Mirror Technology Development,Gregory Ames,,Phase II,Blue Line Engineering Co.,594553,,MSFC
