Dynamic Coherently Coupled Holographic Optical Elements Using Liquid Crystals,Joanna Jannson,,Phase I,Physical Optics Corporation Applied Technology Division,49443,,JSC
High-Speed Fault-Tolerant Microprocessor for Space Applications,Constantin Timoc,,Phase I,Spaceborne Inc.,50000,,LaRC
CVD Chromium-Diboride Fibers for Metal Matrix Composites,Robert Tuffias,,Phase I,Ultramet,50000,,GRC
Physically Based Failure Criteria for Carbon-Phenolic Materials,Lynn Sheridan,,Phase I,PDA Engineering,50000,,MSFC
Real-Time Particle Fall-Out Monitor,Margo Bowers,,Phase I,Femtometrics Inc,49928,,KSC
Semi-Automatic Data Structure Selection,Carol Lei,,Phase I,Kestrel Development Corp,49982,,ARC
Efficient and Low-Timing-Jitter Pulsed Lasers for Space Communications,Robert Mortensen,,Phase I,Lightwave Electronics Corp,49607,,JPL
Spacecraft Attitude Determination Using AI and Attitude Measurement Information Theory,James Wertz,,Phase I,Microcosm Inc.,50000,,GSFC
Cloud Top Radiometer,June Hoffman,,Phase I,Space Instruments Inc,49065,,GSFC
Knowledge-Based Aerospace Program-Management Decision-Support System,Robert Bassett,,Phase I,ISX Corp,49929,,ARC
An Improved Methodology to Assess Departure Susceptibility Versus Agility,Andrew Skow,,Phase I,Rolling Hills Research Corporation,49500,,LaRC
Aerodynamic Control of the F/A-18 Using Forebody Vortex Blowing,Andrew Skow,,Phase I,Rolling Hills Research Corporation,49420,,ARC
Composite Regenerator for Stirling Engine,James Clinton,,Phase I,Energy Science Laboratories Inc.,49960,,GRC
Control Structure Interaction: Optimization-Based Design Tools,Michael Lyons,,Phase I,Integrated Systems Inc,45000,,LaRC
Space-Sensor Common-Module Electronics,John Stuart,,Phase I,Irvine Sensors Corp,49379,,MSFC
Monolithic Gallium-Arsenide UHF-IF Switch Matrix for Space Station Applications,Daniel Ch&#039;En,,Phase I,Microwave Monolithics Inc,50000,,JSC
Advanced Optical Head Technology,Daniel Ch&#039;En,,Phase I,Microwave Monolithics Inc,49405,,ARC
Identifying Locating and Tracking Objects by Detecting Pre-Affixed Colored Targets,Alan Grant,,Phase I,American Innovision Inc,50000,,LaRC
Knowledge Networks for Mission Planning and Flight Control,Cleveland Donnell,,Phase I,Associated Dynamics Intl,50000,,JSC
Advanced Finite-Elements for Structural Analysis,Conor Johnson,,Phase I,CSA Engineering Inc.,49860,,GRC
High-Temperature Hostile-Environment Instruments Manufactured by CVD,Robert Holzl,,Phase I,Delta G Corp,49984,,GRC
Application of High-Performance Digital Video to Computer Storage,Gary Demos,,Phase I,Demografx,47895,,ARC
VLSI Three-Dimensional Processor for Advanced Robotic Manipulation,Yulan Wang,,Phase I,Computer Motion Inc,49886,,JPL
Precise Force-Controlled Robotic System,Yulan Wang,,Phase I,Computer Motion Inc,49976,,JPL
Influence of Tooth-Profile Modification on the Lubrication of Involute Gearing,Hassan Bedair,,Phase I,ISG Assoc Inc,49999,,GRC
Diode-Pumped Short-Pulse Laser for Ranging and Altimetry,Nestor Clough,,Phase I,Continuum,46563,,GSFC
Holographic Interferometer Spectrometer for Hypersonic Flow,Cecil Hess,,Phase I,MetroLaser Inc.,49950,,ARC
In Situ Thallium Films by Laser Ablation,James Long,,Phase I,Superconductor Technologies Inc,49989,,JPL
Protective Coatings for Components Used in Space,Benjamin Leung,,Phase I,Advanced Diversified Technology Inc,50000,,JSC
Wideband Acousto-Optic Spectra Analyzer,Phoebe Chang,,Phase I,Aurora Assoc,49280,,JPL
Neural-Network Dynamic Sequencer for Distributed Mission Planning and Control,Jurn Sun Leung,,Phase I,General Purpose Machines Laboratory Inc,46076,,GSFC
Knowledge-Based Simulation Design Development and Coding Environment,Marijose Gomez Tartt,,Phase I,G&C Systems Inc,49914,,ARC
