Metal Hydrides for Integration of Spacecraft Hydrogen Resources,Franklin Lynch,,Phase I,Hydrogen Consultants Inc,50000,,MSFC
Concentric Groove Grating,Bernhard Bach,,Phase I,Hyperfine Inc,49610,,GSFC
Expert Systems for Extraction of Data System Requirements, ,,Phase I,Computer Technology Assoc,49919,,JPL
Focal-Plane Processing of Visual Information,Thomas Linnenbrink,,Phase I,Q-Dot Inc,49993,,LaRC
Forecasting Sea Breeze Thunderstorms Using a Mesoscale Numerical Model,Roger Pielke,,Phase I,Aster Inc,49146,,KSC
Measurement of the Liquid Water and Ice Water Contents of Snow,Donald Rottner,,Phase I,Ophir Corp,47495,,JPL
Measurement of the Liquid Water and Ice Water Contents of Snow,Donald Rottner,,Phase II,Ophir Corp,371000,,JPL
Radial Concentric-Grating Ruling Engine,Bernhard Bach,,Phase II,Hyperfine Inc,472000,,GSFC
Metal Hydrides for Integration of Spacecraft Hydrogen Resources,Franklin Lynch,,Phase II,Hydrogen Consultants Inc,500000,,MSFC
Focal-Plane Processing of Visual Information,Thomas Linnenbrink,,Phase II,Q-Dot Inc,448000,,LaRC
Forecasting Sea Breeze Thunderstorms Using a Mesoscale Numerical Model,Roger Pielke,,Phase II,Aster Inc,476000,,KSC
