Quick-Disconnect Cryogenic Joint,James Block,,Phase I,Creare LLC,49484,,MSFC
Unstable Flow Experiments on Spacecraft,James Block,,Phase I,Creare LLC,49969,,GRC
Optical Sensor Calibration by the Touchstone Technique,Gordon Kane,,Phase I,Computer Optics Inc,47947,,SSC
Advanced Turbulence Models on Unstructured Triangular Meshes,Linda Spencer-Green,,Phase I,Fluent Inc,46964,,GRC
Advanced Computational Fluid Dynamics Tools for Design of Combustors and Nozzles,Arkady Dvinsky,,Phase I,DAAT Research Corp,49927,,GRC
Computational Fluid Dynamics Tools for Parametric Studies in Materials Processing,Arkady Dvinsky,,Phase I,DAAT Research Corp,49962,,GRC
Minature Cryogenic Turboalternator,James Block,,Phase I,Creare LLC,49971,,GSFC
Advanced Software for Soot Modeling,James Block,,Phase I,Creare LLC,49950,,GRC
Micromachined Evaporator for Wicked AMTEC Cells,James Block,,Phase I,Creare LLC,48477,,JPL
High-Performance Regenerative Sorption Compressor Element,James Block,,Phase I,Creare LLC,49893,,JPL
Micromachined Evaporator for Wicked Amtec Cells,James Block,,Phase II,Creare LLC,496892,,JPL
Advanced Software for Soot Modelling,James Block,,Phase II,Creare LLC,499931,,GRC
Minature Cryogenic Turboalternator,James Block,,Phase II,Creare LLC,494541,,GSFC
Computational-Fluid-Dynamics Tools for Design of Combustors and Nozzles,Arkady Dvinsky,,Phase II,DAAT Research Corp,498778,,GRC
A Quick-Disconnect Cryogenic Joint,James Block,,Phase II,Creare LLC,489780,,MSFC
Computational-Fluid-Dynamics Tools for Parametric Studies in Materials Processing,Arkady Dvinsky,,Phase II,DAAT Research Corp,462683,,GRC
