Superconducting Ultra-Precision Multi-Sensor,David Eisenhaure,,Phase I,Satcon Technology Corp,49940,,LaRC
Advanced Induction Servomotor,David Eisenhaure,,Phase I,Satcon Technology Corp,49910,,JSC
Integrated Filter-Detector Elements,Jeffrey Maclaren,,Phase I,Barr Assoc Inc,28774,,GSFC
Space Processing of Biopolymers for Non-linear Optical Applications,Donald Wise,,Phase I,Cambridge Scientific Inc,50000,,MSFC
New Silicon-Based Full-Color Flat-Panel Display,Robert Evans,,Phase I,Spire Corporation,48962,,JSC
High-Density Long-Life Radionuclide Voltaic Energy Source,Robert Evans,,Phase I,Spire Corporation,49833,,MSFC
Intrinsically Safe Rechargeable Magnesium Batteries for Space Station Freedom,Victor Koch,,Phase I,Covalent Assoc Inc,50000,,JSC
Lithium Ion Batteries with Improved Carbon Anodes,A.C. Makrides,,Phase I,EIC Laboratories Inc.,50000,,JPL
Rechargeable Sealed Zinc-Oxygen Cells,A.C. Makrides,,Phase I,EIC Laboratories Inc.,50000,,JSC
Rechargeable Solid-State Battery,A.C. Makrides,,Phase I,EIC Laboratories Inc.,49361,,JSC
Solid Lubricants for Aeronautics and Space Applications,Adi Guzdar,,Phase I,Foster-Miller Inc,50000,,MSFC
Subcritical Liquid Oxygen System,Adi Guzdar,,Phase I,Foster-Miller Inc,50000,,JSC
High-Solids Packed-Bed Plug-Flow Microbial Solid-Waste Processing Module for Space Applications,Adi Guzdar,,Phase I,Foster-Miller Inc,50000,,JSC
In-Situ Sensors for Plant Growth Experiments,Edward Marram,,Phase I,Geo-Centers Inc,49937,,KSC
Nonstandard Functional Limb Trajectories,Richard Eckhouse,,Phase I,MOCO Inc,49770,,JSC
Three-Component Optical Doppler Air Velocity Sensor,James Engel,,Phase I,Optra Inc.,49940,,ARC
Multiple-Beam Spectroscopy for Liquid Rocket Engine Diagnostics,Jonah Jacob,,Phase I,Science Research Laboratory Inc.,48929,,GRC
System for Tracking and Predicting the Motion of Aircraft Trailing Vortices,C. Samuel Ventres,,Phase I,Technology Integration Inc,49232,,LaRC
Hybrid Neural-Network and Expert-System Approach to Remote Sensing,Alper Caglayan,,Phase I,Charles River Analytics Inc.,49999,,MSFC
Aluminum-Gallium-Arsenide Photovoltaic Space-Laser Energy Converters,Paul Mitchell,,Phase I,Kopin Corp,50000,,LaRC
Synthetic Moire-Fringe Surface Metrology,Paul Glenn,,Phase I,Bauer Assoc Inc,47000,,ARC
Optical-Fiber Velocimeter for Flows in Hypersonic and Supersonic Flight,James Hsia,,Phase I,Candela Laser Corp,49956,,LaRC
Determination of the Microstructure Distribution of Aerogels in Cherenkov Detectors Using High Resolution Spectroscopy,Charles Kolb,,Phase I,Aerodyne Research Inc.,48975,,GSFC
Laser-Based Detection of Contamination on Adhesive Bonding Surfaces,George Caledonia,,Phase I,Physical Sciences Inc.,48495,,LaRC
Quantitative Skin Friction Imaging Sheet,George Caledonia,,Phase I,Physical Sciences Inc.,48500,,LaRC
High-Power Wide-Band Synthesized Source for 90 Gigahertz,Willie Day,,Phase I,Millitech Corp,49979,,JPL
Zero-Gravity Simulator in One-Gravity Air and Vacuum Environments,William Townsend,,Phase I,Barrett Technology,49935,,JSC
Tunable Diode Lasers for Airborne Spectrometers For Atmospheric Sensing,John O&#039;Connell,,Phase I,Laser Photonics Inc Analytics Division,49997.26,,JPL
Autonomous Reconfigurable Global Positioning System/Dual Cone Scanner Navigation and Pointing Control System,Triveni Upadhyay,,Phase I,Mayflower Communications Co Inc,50000,,MSFC
Liquid Cryogen Cooler for the Get Away Special Program,James Maguire,,Phase I,Applied Engineering Technologies Ltd,49056,,GSFC
Compliant Artificial Muscle for Telerobotics,Beth Marcus,,Phase I,Exos Inc,49997,,GSFC
Distributed-Information-System Architecture for Planning and Scheduling Tools,Piedad Purtell,,Phase I,I-Kinetics Inc,50000,,JSC
Turbomachinery Temperature Measurements Using an Oxygen-Laser-Induced-Fluorescence Flowfield Diagnostic,Charles Kolb,,Phase I,Aerodyne Research Inc.,49989,,GRC
Spectrometer for In-Situ Ocean Optical Measurements,Maryjane Kenney,,Phase I,American Holographic Inc,47595,,GSFC
Aeroacoustic Diffraction and Dissipation by a Short Propeller Cowl in Subsonic Flight,Bonnie Whitney,,Phase I,Cambridge Acoustical Assoc Inc,49296,,GRC
Flat Dual-Band Array at 20/30 Gigahertz for Small-User Communication Terminals,Willie Day,,Phase I,Millitech Corp,49996,,GRC
Tunable Liquid-Crystal Filters for Remote Sensing Applications,P. Foukal,,Phase I,Cambridge Research & Instrumentation Inc,50000,,JPL
Case Tool for Intelligent Diagnosis of Space Flight System Faults,Greg Zacharias,,Phase I,Charles River Analytics Inc.,50000,,GSFC
Hardened Thin-Film Aluminum-Galium-Arsenide Solar Cells with Specific Power Over 700 Watts/kilogramg,Paul Mitchell,,Phase I,Kopin Corp,49981,,JPL
Thermoelectrically Cooled Tunable Diode-Laser Source Assembly,John O&#039;Connell,,Phase I,Laser Photonics Inc Analytics Division,49960,,ARC
Spatial Infrared Spectral Sensor for Micro-Gravity Combustion Experiments,Dexter Wang,,Phase I,SSG Inc,49877,,GRC
