Magnetic Bearings a High-Performance Optical Disk Buffer,David Eisenhaure,,Phase I,Satcon Technology Corp,48900,,GSFC
Microsecond-Pulse Neodymium Laser,Peter Moulton,,Phase I,Q-Peak Inc.,49656,,LaRC
Highly Survivable Orthogonal Mesh Network, ,,Phase I,Synetics Corp,49842,,LaRC
Single-Particle Contaminant-Sizing Spectrometer for Space Application, ,,Phase I,Miranda Laboratories,49962,,GSFC
Hydrogen Laser Monitoring System,Fritz Bien,,Phase I,Spectral Sciences Inc.,50000,,KSC
Advanced Seal Materials by Ion Beam Enhanced Deposition,Richard Gregorio,,Phase I,Spire Corporation,49831,,GRC
Thin-Walled Metal Matrix Composites for Spacecraft Applications,Adi Guzdar,,Phase I,Foster-Miller Inc,49980,,JSC
Ordered Polymer Films for Scientific Research Balloons,Adi Guzdar,,Phase I,Foster-Miller Inc,49581,,GSFC
Solid-State Modulation of Conductive Heat Transfer,Katherine Finnega,,Phase I,Cape Cod Research Inc.,50000,,MSFC
High-Level Protocol-Oriented Network Monitoring, ,,Phase I,FTP Software Inc,34117,,GSFC
High-Temperature Capacitive Strain Gauge, ,,Phase I,Hitec Products Inc,49940,,LaRC
Low-Cost AlGaAs Laser Arrays for Solid-State Laser Pumps,Richard Gregorio,,Phase I,Spire Corporation,49841,,LaRC
GaAs/AlGaAs Heterostructure Point-Contact Concentrator Cells,Paul Smith,,Phase I,Kopin Corp,50000,,GRC
A Microgravtiy Film Processor, ,,Phase I,Aerodyne Products Corp,50000,,JSC
Laser for a Time-Averaged Holographic Interferometer,Harry Ceccon,,Phase I,Candela Laser Corp,50000,,GRC
Super-Sensitive Atmospheric Sensors,M. L. Gopikanth,,Phase I,Chemtech Systems Inc,50000,,MSFC
Integrated MOS Chemical Sensors Utilizing Inorganic Insertion Compounds,A. C. Makrides,,Phase I,EIC Laboratories Inc.,50000,,JPL
Fracture-Toughened Ceramics for Rolling Element Bearings,Anthony Armini,,Phase I,Surface Alloys Corp,49812,,GRC
In-Situ Fiber-Optic Sensor for FTIR Monitoring of Composite-Cure Cycles,Adi Guzdar,,Phase I,Foster-Miller Inc,49951,,LaRC
Fine-Grained Nickel-Aluminide Alloy with Improved Toughness Made via Rapid Solidification,Ranjan Ray,,Phase I,Marko Materials Inc,50000,,GRC
Chemically Grown Gold-Carbon Electrocatalyst Materials for Alkaline Fuel Cell Cathodes,Byron David Green,,Phase I,Physical Sciences Inc.,45000,,GRC
Telerobotics and Artificial Intelligence:  System Design Architecture,Arthur Gerstenfeld,,Phase I,UFA Inc,49702,,JPL
Advanced Actuators for the Control of Large Space Structures,David Eisenhaure,,Phase I,Satcon Technology Corp,48900,,LaRC
High-Temperature SiC Continuous Fibers, ,,Phase I,Morton International Inc,45000,,GRC
Measurement of Upper-Mid-Frequency Errors on Arbitrary Grazing Incidence Optics, ,,Phase I,Bauer Assoc Inc,49966,,GSFC
Proportional Proximity Sensor for Autonomous Space Based Robots,Gerald Entine,,Phase I,Radiation Monitoring Devices Inc.,50000,,JPL
Structural Velcro for Space Applications,Adi Guzdar,,Phase I,Foster-Miller Inc,49981,,JSC
Curved Channel MCP Improvement, ,,Phase I,Galileo Electro-Optics Corp,47212,,GSFC
Magnetic Bearings a High-Performance Optical Disk Buffer,David Eisenhaure,,Phase II,Satcon Technology Corp,497628,,GSFC
Single-Particle Contaminant-Sizing Spectrometer for Space Application, ,,Phase II,Miranda Laboratories,492610,,GSFC
Proportional Proximity Sensor for Autonomous Space Based Robots,Gerald Entine,,Phase II,Radiation Monitoring Devices Inc.,500000,,JPL
Hydrogen Laser Monitoring System,Fritz Bien,,Phase II,Spectral Sciences Inc.,483495,,KSC
Low-Cost AlGaAs Laser Arrays for Solid-State Laser Pumps,Richard Gregorio,,Phase II,Spire Corporation,484441,,LaRC
Continuous Fiber Graphite-Aluminum MMCs for Complex-Shaped Space Structures Joints,Adi Guzdar,,Phase II,Foster-Miller Inc,499500,,JSC
High-Temperature Capacitive Strain Gauge, ,,Phase II,Hitec Products Inc,91155,,LaRC
GaAs/AlGaAs Heterostructure Point-Contact Concentrator Cells,Paul Smith,,Phase II,Kopin Corp,487417,,GRC
Measurement of Upper-Mid-Frequency Errors on Arbitrary Grazing Incidence Optics, ,,Phase II,Bauer Assoc Inc,273753,,GSFC
In-Situ Fiber-Optic Sensor for FTIR Monitoring of Composite-Cure Cycles,Adi Guzdar,,Phase II,Foster-Miller Inc,495150,,LaRC
Fine-Grained Nickel-Aluminide Alloy with Improved Formability Made via Rapid Solidification,Ranjan Ray,,Phase II,Marko Materials Inc,304424,,GRC
